,Service Request#,Incident Date,BLDG#,Street,Boro,Zip,Cross Streets,Cleaning Methods,San Dist,CB,Precinct,Council Dist,City Owned,xcoord,ycoord,On Roll Down Gate,Cherry Picker,Above 3rd Floor,LM,lon,lat,Factor,cluster
227,G138409,10/11/2015,1465,AMSTERDAM AVENUE,MANHATTAN,10027,WEST  131 STREET / WEST  133 STREET,,109,9,26,7,False,997202,236939,No,No,No,False,-73.9532071041,40.8170089828,1.08954616468,13
228,G138410,10/11/2015,1465,AMSTERDAM AVENUE,MANHATTAN,10027,WEST  131 STREET / WEST  133 STREET,,109,9,26,7,False,997202,236939,Yes,No,No,False,-73.9532071041,40.8170089828,1.08954616468,13
229,G138411,10/11/2015,1477,AMSTERDAM AVENUE,MANHATTAN,10027,WEST  131 STREET / WEST  133 STREET,,109,9,26,7,False,997262,237068,No,No,No,False,-73.9529900864,40.8173629633,1.08954616468,13
230,G138413,10/11/2015,1264,AMSTERDAM AVENUE,MANHATTAN,10027,MORNINGSIDE DRIVE / WEST  123 STREET,,109,9,26,9,False,995772,234760,Yes,No,No,False,-73.958377138,40.8110302178,1.08954616468,13
231,G138415,10/11/2015,44,2 AVENUE,MANHATTAN,10003,EAST    2 STREET / NY MARBLE CEMETERY BOUNDARY,Powerwash; ,103,3,9,2,False,987048,203430,No,No,No,False,-73.9899053551,40.7250445789,1.06491312922,6
232,G138416,10/11/2015,98,2 AVENUE,MANHATTAN,10003,EAST    5 STREET / EAST    6 STREET,Paint No preference ; ,103,3,9,2,False,987467,204164,Yes,No,No,False,-73.9883933329,40.7270590879,1.06491312922,6
233,G138417,10/11/2015,104,2 AVENUE,MANHATTAN,10003,EAST    6 STREET / EAST    7 STREET,None Specified; ,103,3,9,2,False,987531,204292,Yes,No,No,False,-73.9881623639,40.7274103933,1.06491312922,6
234,G138419,10/11/2015,57,DELANCEY STREET,MANHATTAN,10002,ELDRIDGE STREET / ALLEN STREET,,103,3,5,1,False,986693,201286,Yes,No,No,False,-73.9911869049,40.7191599222,1.19906330883,6
235,G138420,10/11/2015,159,ELDRIDGE STREET,MANHATTAN,10002,DELANCEY STREET / RIVINGTON STREET,,103,3,5,1,False,986664,201537,Yes,No,No,False,-73.991291432,40.7198488647,1.19906330883,6
236,G138424,10/11/2015,236,EAST GUNHILL ROAD,BRONX,10467,TRYON AVENUE / KINGS COLLEGE PLACE,Powerwash; ,207,7,52,11,False,1018377,259854,Yes,No,No,False,-73.8765896468,40.8798474048,1.25332256262,14
237,G138425,10/11/2015,236,EAST GUNHILL ROAD,BRONX,10467,TRYON AVENUE / KINGS COLLEGE PLACE,Powerwash; ,207,7,52,11,False,1018377,259854,Yes,No,No,False,-73.8765896468,40.8798474048,1.25332256262,14
238,G138436,10/12/2015,475,WEST  155 STREET,MANHATTAN,10032,ST NICHOLAS AVENUE / AMSTERDAM AVENUE,,112,12,33,7,True,1000294,242268,No,No,No,False,-73.9420236085,40.8316304971,0.967712502808,17
239,G138437,10/12/2015,560,WEST  169 STREET,MANHATTAN,10032,AUDUBON AVENUE / BROADWAY,,112,12,33,10,True,1001211,245694,No,No,No,False,-73.9387012868,40.8410321598,0.967712502808,17
240,G138438,10/12/2015,401,WEST  164 STREET,MANHATTAN,10032,EDGECOMBE AVENUE / AMSTERDAM AVENUE,,112,12,33,7,True,1001610,244219,No,No,No,False,-73.9372630802,40.8369829392,0.967712502808,17
241,G138439,10/12/2015,131,AVENUE OF THE AMERICAS,MANHATTAN,10013,BROOME STREET / DOMINICK STREET,,102,2,1,3,True,982848,203279,No,No,No,False,-74.0050581145,40.7246304519,1.04127873033,6
242,G138440,10/12/2015,40,IRVING PLACE,MANHATTAN,10003,EAST   16 STREET / EAST   17 STREET,,106,6,13,2,True,987828,207176,No,No,No,False,-73.9870892734,40.7353261511,1.06491312922,6
243,G138441,10/12/2015,436,WEST   50 STREET,MANHATTAN,10019,9 AVENUE / 10 AVENUE,Paint Brick-Red ; ,104,4,18,3,True,986932,217497,No,No,No,False,-73.9903182514,40.7636550105,1.10685586528,6
244,G138442,10/12/2015,549,AUDUBON AVENUE,MANHATTAN,10040,WEST  192 STREET / WEST  193 STREET,,112,12,34,10,True,1004704,251129,No,No,No,False,-73.9260606686,40.8559422255,0.838222627207,17
245,G138443,10/12/2015,100,WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,PAUL AVENUE / GOULDEN AVENUE,,207,7,52,11,True,1014960,259860,No,No,No,False,-73.8889461903,40.8798764243,1.16277951335,14
246,G138445,10/12/2015,235,BERRY STREET,BROOKLYN,11211,NORTH    1 STREET / GRAND STREET,Paint Gray ; ,301,1,90,34,False,994704,199900,No,No,No,False,-73.9622894669,40.7153498457,1.25565271462,8
247,G138451,10/12/2015,765,DEKALB AVENUE,BROOKLYN,11216,MARCY AVENUE / TOMPKINS AVENUE,,303,3,79,36,False,999267,191483,No,No,No,False,-73.9458482093,40.6922405949,1.27096514207,21
248,G138453,10/12/2015,6754,4 AVENUE,BROOKLYN,11220,SENATOR STREET / 68 STREET,Paint No preference ; ,310,10,68,43,False,977743,170883,No,No,No,False,-74.0234445747,40.635708511,1.2659719592,10
249,G138454,10/12/2015,2844,WESTCHESTER AVENUE,BRONX,10461,MULFORD AVENUE / MAYFLOWER AVENUE,Paint Black ; ,210,10,45,13,False,1029947,247082,No,No,No,False,-73.8348372822,40.8447398591,1.08521873954,20
250,G138458,10/12/2015,603,MORRIS PARK AVENUE,BRONX,10460,GARFIELD STREET / FILLMORE STREET,Paint No preference ; ,211,11,49,15,False,1020346,246895,Yes,No,No,False,-73.8695391356,40.844271066,1.12250117159,20
251,G138459,10/12/2015,1800,MATTHEWS AVENUE,BRONX,10462,MORRIS PARK AVENUE / RHINELANDER AVENUE,,211,11,49,13,False,1022532,247667,No,No,No,False,-73.8616339363,40.8463807702,1.0179772103,20
252,G138460,10/12/2015,1084,WASHINGTON AVENUE,BROOKLYN,11225,EMPIRE BOULEVARD / FRANKLIN AVENUE,Paint No preference ; ,309,9,71,35,False,994966,180643,Yes,No,No,False,-73.9613749889,40.6624934999,1.14680132819,0
253,G138461,10/12/2015,47-59,49 STREET,QUEENS,11377,47 AVENUE / 48 AVENUE,,402,2,108,26,False,1007416,208649,No,No,No,False,-73.9164035909,40.739339555,1.23334983116,2
254,G138463,10/12/2015,260,EAST FORDHAM ROAD,BRONX,10458,VALENTINE AVENUE / TIEBOUT AVENUE,,205,5,46,15,False,1013135,253313,Yes,No,No,False,-73.8955739909,40.8619130875,1.1428067819,5
255,G138465,10/12/2015,263,EAST FORDHAM ROAD,BRONX,10458,VALENTINE AVENUE / TIEBOUT AVENUE,,207,7,52,15,False,1013197,253504,Yes,No,No,False,-73.8953490217,40.8624371214,1.1428067819,5
256,G138467,10/12/2015,215,EAST FORDHAM ROAD,BRONX,10458,GRAND CONCOURSE / VALENTINE AVENUE,,207,7,52,15,False,1013032,253592,Yes,No,No,False,-73.8959451614,40.8626791941,1.1428067819,5
257,G138471,10/12/2015,1051,SOUTHERN BOULEVARD,BRONX,10459,ALDUS STREET / WESTCHESTER AVENUE,,202,2,41,17,False,1014020,239494,Yes,No,No,False,-73.8924358592,40.8239810642,1.07456661609,17
258,G138472,10/12/2015,2866,THIRD AVENUE,BRONX,10455,EAST  149 STREET / EAST  150 STREET,,201,1,40,17,False,1007315,236616,Yes,No,No,False,-73.916672055,40.8161018225,1.0352869109,17
259,G138473,10/12/2015,2914,THIRD AVENUE,BRONX,10455,EAST  150 STREET / EAST  151 STREET,Powerwash; ,201,1,40,17,False,1007701,236943,Yes,No,No,False,-73.915276394,40.8169983292,1.0352869109,17
260,G138475,10/12/2015,153,LAWRENCE STREET,BROOKLYN,11201,WILLOUGHBY STREET / FULTON STREET,,302,2,84,33,False,988162,191124,Yes,No,No,False,-73.9858934075,40.6912670986,1.19673315683,23
261,G138478,10/12/2015,912,FLATBUSH AVENUE,BROOKLYN,11226,CHURCH AVENUE / SNYDER AVENUE,Paint Other NO METHOD SPECIFIED - GRAFFITI ON TOP IFO THE BUILDING; ,314,14,70,40,False,995685,175869,Yes,No,No,False,-73.9587915032,40.6493890174,1.50764200981,0
262,G138480,10/12/2015,160,EAST  125 STREET,MANHATTAN,10035,LEXINGTON AVENUE / 3 AVENUE,Paint Gray ; Powerwash; ,111,11,25,8,False,1001718,232141,Yes,No,No,False,-73.9369042212,40.8038320327,1.09953253041,13
263,G138482,10/12/2015,163-33,JAMAICA AVENUE,QUEENS,11432,163 STREET / 164 STREET,,412,12,103,24,False,1040741,196269,Yes,No,No,False,-73.7962518146,40.7052094631,1.08122419324,9
264,G138483,10/12/2015,1401,FERRIS PLACE,BRONX,10461,BUTLER PLACE / WESTCHESTER AVENUE,Powerwash; ,210,10,45,13,False,1028174,244915,No,No,No,False,-73.8412596169,40.8388010841,1.08521873954,20
265,G138485,10/12/2015,500,COLUMBUS AVENUE,MANHATTAN,10024,WEST   84 STREET / WEST   85 STREET,Paint White Paint and powerwash; Powerwash; ,107,7,20,6,False,991643,225456,Yes,No,No,False,-73.9733032625,40.7854976928,0.896809306142,13
266,G138486,10/12/2015,500,COLUMBUS AVENUE,MANHATTAN,10024,WEST   84 STREET / WEST   85 STREET,Paint White Paint and powerwash; Powerwash; ,107,7,20,6,False,991643,225456,Yes,No,No,False,-73.9733032625,40.7854976928,0.896809306142,13
267,G138492,10/12/2015,153-01,JAMAICA AVENUE,QUEENS,11432,153 STREET / GRACE CEMETERY BOUNDARY,Paint Brick-Red ; ,412,12,103,24,False,1039089,195487,No,No,No,False,-73.8022164919,40.7030734549,1.08122419324,9
268,G138493,10/12/2015,94-36,MERRICK BOULEVARD,QUEENS,11433,DOUGLAS AVENUE / LIBERTY AVENUE,,412,12,103,27,False,1041914,195428,No,No,No,False,-73.7920283292,40.7028935558,1.06857479666,9
269,G138494,10/12/2015,94-07,MERRICK BOULEVARD,QUEENS,11433,LONG ISLAND RAILROAD / DOUGLAS AVENUE,Powerwash; ,412,12,103,27,False,1041936,195760,No,No,No,False,-73.7919461401,40.7038046719,1.06857479666,9
270,G138495,10/12/2015,94-05,165 STREET,QUEENS,11433,CLAYTON ROAD / LIBERTY AVENUE,Paint No preference closest match to existing color; ,412,12,103,27,False,1041716,195526,No,No,No,False,-73.7927415994,40.7031638302,1.06857479666,9
271,G138500,10/13/2015,3549,BROADWAY,MANHATTAN,10031,WEST  145 STREET / WEST  146 STREET,Paint Gray ; ,109,9,30,7,False,997882,240531,Yes,No,No,False,-73.9507431081,40.8268669822,0.941747951917,17
272,G138501,10/13/2015,3551,BROADWAY,MANHATTAN,10031,WEST  145 STREET / WEST  146 STREET,Paint Gray ; ,109,9,30,7,False,997955,240608,Yes,No,No,False,-73.9504791779,40.8270782122,0.941747951917,17
273,G138503,10/13/2015,3546,BROADWAY,MANHATTAN,10031,WEST  145 STREET / WEST  146 STREET,,109,9,30,7,False,998129,240392,Yes,No,No,False,-73.9498509037,40.8264850822,0.941747951917,17
274,G138504,10/13/2015,6,EDGECOMBE AVENUE,MANHATTAN,10030,WEST  135 STREET / WEST  136 STREET,,110,10,32,9,True,998877,237020,No,No,No,False,-73.9471555005,40.8172286903,0.892814759851,13
275,G138509,10/13/2015,4709,WHITE PLAINS ROAD,BRONX,10470,CRANFORD AVENUE / ST OUEN STREET,None Specified; ,212,12,47,11,False,1025561,268617,Yes,No,No,False,-73.8505567878,40.9038683273,0.877502332402,22
276,G138512,10/13/2015,4712A,WHITE PLAINS ROAD,BRONX,10470,CRANFORD AVENUE / ST OUEN STREET,,212,12,47,11,False,1025835,268572,Yes,No,No,False,-73.8495658699,40.9037435297,0.877502332402,22
277,G138519,10/13/2015,3394,JEROME AVENUE,BRONX,10467,EAST MOSHOLU PARKWAY NORTH / EAST  208 STREET,,207,7,52,11,False,1016490,260048,No,No,No,False,-73.8834124905,40.880386969,1.25332256262,14
278,G138520,10/13/2015,3409,JEROME AVENUE,BRONX,10467,EAST  208 STREET / EAST GUN HILL ROAD,Powerwash; ,207,7,52,11,False,1016387,260224,Yes,No,No,False,-73.8837841182,40.8808704095,1.25332256262,14
279,G138521,10/13/2015,22,EAST  170 STREET,BRONX,10452,JEROME AVENUE / TOWNSEND AVENUE,,204,4,44,14,False,1007027,245198,Yes,No,No,False,-73.9176833892,40.8396576989,1.05193085378,17
280,G138522,10/13/2015,10,EAST BURNSIDE AVENUE,BRONX,10453,JEROME AVENUE / WALTON AVENUE,,205,5,46,16,False,1009955,250201,Yes,No,No,False,-73.907082357,40.8533814167,1.09820101498,5
281,G138524,10/13/2015,3411,JEROME AVENUE,BRONX,10467,EAST  208 STREET / EAST GUN HILL ROAD,Paint Brick-Red ; ,207,7,52,11,False,1016416,260275,Yes,No,No,False,-73.8836790018,40.8810102829,1.25332256262,14
282,G138525,10/13/2015,3413,JEROME AVENUE,BRONX,10467,EAST  208 STREET / EAST GUN HILL ROAD,Powerwash; ,207,7,52,11,False,1016457,260322,Yes,No,No,False,-73.8835305088,40.8811391336,1.25332256262,14
283,G138527,10/13/2015,240,EAST  123 STREET,MANHATTAN,10035,3 AVENUE / 2 AVENUE,,111,11,25,8,True,1002143,231303,No,No,No,False,-73.9353713218,40.8015311027,1.09953253041,13
284,G138529,10/13/2015,3929,BROADWAY,MANHATTAN,10032,WEST  164 STREET / WEST  165 STREET,,112,12,33,10,False,1000323,244884,No,No,No,False,-73.9419125459,40.838810607,0.967712502808,17
285,G138536,10/13/2015,851,GRAND CONCOURSE,BRONX,10451,EAST  158 STREET / EAST  159 STREET,,204,4,44,8,True,1005339,240326,No,No,No,True,-73.9237991742,40.8262896589,1.10818738071,17
286,G138537,10/13/2015,100,CENTRE STREET,MANHATTAN,10013,HOGAN PLACE / WHITE STREET,,101,1,5,1,True,984031,200161,No,No,No,False,-74.0007900034,40.7160724018,1.04127873033,6
287,G138544,10/13/2015,3901,BROADWAY,MANHATTAN,10032,WEST  163 STREET / WEST  164 STREET,Paint No preference ; ,112,12,33,10,False,1000180,244652,Yes,No,No,False,-73.9424298955,40.8381740936,0.967712502808,17
288,G138547,10/13/2015,3885B,BROADWAY,MANHATTAN,10032,WEST  162 STREET / WEST  163 STREET,,112,12,33,10,False,1000105,244479,Yes,No,No,False,-73.9427013501,40.8376993939,0.967712502808,17
289,G138548,10/13/2015,603,WEST  161 STREET,MANHATTAN,10032,BROADWAY / FT WASHINGTON AVENUE,,112,12,33,10,False,999942,244190,Yes,No,No,False,-73.9432910945,40.836906464,0.967712502808,17
290,G138553,10/13/2015,4156,BROADWAY,MANHATTAN,10033,WEST  175 STREET / WEST  176 STREET,,112,12,33,10,False,1001441,247660,No,No,No,False,-73.9378650046,40.8464278078,0.944743861635,17
291,G138554,10/13/2015,4156,BROADWAY,MANHATTAN,10033,WEST  175 STREET / WEST  176 STREET,,112,12,33,10,False,1001441,247660,Yes,No,No,False,-73.9378650046,40.8464278078,0.944743861635,17
292,G138556,10/13/2015,464,FT WASHINGTON AVENUE,MANHATTAN,10033,WEST  180 STREET / WEST  181 STREET,Powerwash; ,112,12,34,7,False,1001390,249140,Yes,No,No,False,-73.9380455551,40.8504900691,0.944743861635,17
293,G138557,10/13/2015,621,WEST  181 STREET,MANHATTAN,10033,ST NICHOLAS AVENUE / WADSWORTH AVENUE,,112,12,34,10,False,1002374,248933,Yes,No,No,False,-73.934489338,40.8499199506,0.944743861635,17
294,G138558,10/13/2015,144,DYCKMAN STREET,MANHATTAN,10040,POST AVENUE / SHERMAN AVENUE,,112,12,34,10,False,1004736,253641,Yes,No,No,False,-73.925937314,40.8628368342,0.838222627207,17
295,G138559,10/13/2015,101,EAST  170 STREET,BRONX,10452,WALTON AVENUE / WYTHE PLACE,,204,4,44,14,False,1007617,245201,Yes,No,No,False,-73.9155511062,40.8396643915,1.05193085378,17
296,G138563,10/13/2015,845,WHITE PLAINS ROAD,BRONX,10473,TURNBULL AVENUE / STORY AVENUE,,209,9,43,18,False,1023259,239168,Yes,No,No,False,-73.8590557059,40.8230503173,0.970042654811,20
297,G138565,10/13/2015,104,EAST   25 STREET,MANHATTAN,10010,PARK AVENUE SOUTH / LEXINGTON AVENUE,,105,5,13,2,False,988421,209241,No,Yes,No,False,-73.9849482333,40.7409938047,1.04760342863,6
298,G138566,10/13/2015,1565,THIERIOT AVENUE,BRONX,10460,GUERLAIN STREET / EAST TREMONT AVENUE,,209,9,43,18,False,1021253,245270,No,No,No,False,-73.8662699597,40.8398071667,1.12250117159,20
299,G138569,10/13/2015,106-01,101 AVENUE,QUEENS,11416,106 STREET / 106 STREET,Paint No preference ; ,409,9,102,28,False,1029396,189620,No,No,No,False,-73.837214706,40.6870246905,0.928432797613,4
300,G138570,10/13/2015,105-17,101 AVENUE,QUEENS,11416,105 STREET / 106 STREET,Paint White POWERWASH OR PAINT  WHATEVER IS BEST; Powerwash; ,409,9,102,28,False,1029271,189574,No,No,No,False,-73.8376657314,40.686899068,0.928432797613,4
301,G138571,10/13/2015,19-03,75 STREET,QUEENS,11370,HAZEN STREET / 20 AVENUE,,401,1,114,22,False,1013429,220520,No,No,No,False,-73.8946536893,40.7719046098,0.918779310743,2
302,G138578,10/13/2015,508,VANDERBILT STREET,BROOKLYN,11218,18 STREET / PROSPECT AVENUE,Paint Other YELLOW; ,307,7,72,39,False,990702,177224,No,No,No,False,-73.9767475245,40.6531132298,1.14080950875,0
303,G138582,10/13/2015,1896,3 AVENUE,MANHATTAN,10029,EAST  104 STREET / EAST  105 STREET,Paint Brick-Red ; ,111,11,23,8,False,999312,227421,No,No,No,False,-73.9456054653,40.7908813477,1.1318217796,13
304,G138583,10/13/2015,2214,59 STREET,BROOKLYN,11204,BAY PARKWAY / 23 AVENUE,Paint Other MAUVE; ,312,12,66,44,False,990526,163968,No,No,No,False,-73.9773941427,40.6167284553,1.13448481046,3
305,G138585,10/13/2015,93-35,ELDERT LANE,QUEENS,11421,93 AVENUE / ATLANTIC AVENUE,None Specified; ,305,9,102,32,False,1021397,188306,Yes,No,No,False,-73.8660643133,40.6834552511,0.940749315344,4
306,G138589,10/13/2015,21,ROBIN ROAD,STATEN ISLAND,10305,FR CAPODANNO BOULEVARD / OCEAN AVENUE,Paint Gray OR SILVER; Powerwash; ,502,2,122,50,False,966734,156370,Yes,No,No,False,-74.0630720947,40.5958584121,1.00266478285,29
307,G138590,10/13/2015,526,DAHILL ROAD,BROOKLYN,11218,40 STREET / 41 STREET,Powerwash; ,312,12,66,39,False,990009,170523,No,No,No,False,-73.9792507596,40.6347209055,1.14080950875,0
308,G138592,10/13/2015,530,WEST  143 STREET,MANHATTAN,10031,HAMILTON PLACE / BROADWAY,Powerwash; ,109,9,30,7,False,997890,239705,No,No,No,False,-73.9507158807,40.8245998352,0.941747951917,17
309,G138593,10/13/2015,22-61,42 STREET,QUEENS,11105,DITMARS BOULEVARD / 23 AVENUE,,401,1,114,22,False,1010287,219955,No,No,Yes,False,-73.9059995788,40.770363646,0.872842028396,2
310,G138594,10/13/2015,200,CANAL STREET,MANHATTAN,10013,MOTT STREET / MULBERRY STREET,,103,3,5,1,False,984690,200406,No,No,No,False,-73.9984127624,40.7167448599,1.04127873033,6
311,G138598,10/13/2015,29,CLINTON STREET,MANHATTAN,10002,AVENUE B / STANTON STREET,,103,3,7,1,False,988542,201747,Yes,No,No,False,-73.9845163643,40.7204245523,1.19906330883,6
312,G138599,10/13/2015,91,CLINTON STREET,MANHATTAN,10002,RIVINGTON STREET / DELANCEY STREET,Paint Gray ; ,103,3,7,1,False,988249,201111,Yes,No,No,False,-73.9855737564,40.7186790228,1.19906330883,6
313,G138600,10/13/2015,97,CLINTON STREET,MANHATTAN,10002,RIVINGTON STREET / DELANCEY STREET,Paint Black ; ,103,3,7,1,False,988221,201040,Yes,No,No,False,-73.9856748072,40.7184841574,1.19906330883,6
314,G138602,10/13/2015,38,LUDLOW STREET,MANHATTAN,10002,HESTER STREET / GRAND STREET,Paint Gray ; ,103,3,7,1,False,986980,200163,Yes,No,No,False,-73.9901520111,40.7160774728,1.19906330883,6
315,G138604,10/13/2015,303,EAST HOUSTON STREET,MANHATTAN,10002,AVENUE B / ATTORNEY STREET,Paint No preference ; ,103,3,7,1,False,988776,202009,No,No,No,False,-73.9836720197,40.7211435625,1.19906330883,6
316,G138605,10/13/2015,3,WHITE STREET,MANHATTAN,10013,WEST BROADWAY / AVENUE OF THE AMERICAS,Paint No preference ; Powerwash; ,101,1,1,1,False,982597,201262,No,Yes,No,False,-74.0059631731,40.7190942308,1.04127873033,6
317,G138609,10/13/2015,92,JEFFERSON STREET,BROOKLYN,11206,STANWIX STREET / EVERGREEN AVENUE,,304,4,83,34,False,1003197,194022,No,No,No,False,-73.9316693647,40.6992020174,1.36050955476,28
318,G138615,10/13/2015,478,HALSEY STREET,BROOKLYN,11233,LEWIS AVENUE / STUYVESANT AVENUE,Paint Gray GRAFFITI ON LEWIS AVE & HALSEY ST SIDES; ,303,3,81,36,False,1002287,188244,No,No,No,False,-73.9349666661,40.683344646,1.4260866897,28
319,G138618,10/13/2015,27-14,21 AVENUE,QUEENS,11105,27 STREET / 28 STREET,Paint No preference White; ,401,1,114,22,False,1008993,223164,Yes,No,No,False,-73.9106594401,40.7791752212,0.872842028396,2
320,G138622,10/14/2015,241,EAST  149 STREET,BRONX,10451,PARK AVENUE / MORRIS AVENUE,,201,1,40,17,False,1005336,237336,Yes,No,No,False,-73.9238194098,40.8180829651,1.10818738071,17
321,G138624,10/14/2015,2185,WHITE PLAINS ROAD,BRONX,10462,LYDIG AVENUE / PELHAM PARKWAY,Paint Other beige; ,211,11,49,13,False,1020767,251294,Yes,No,No,False,-73.8679935686,40.8563432741,1.0179772103,20
322,G138625,10/14/2015,1764,UNIVERSITY AVENUE,BRONX,10453,WEST  176 STREET / MACOMBS ROAD,None Specified; ,205,5,46,16,False,1007347,248700,Yes,No,No,False,-73.9165148402,40.8492688264,1.09820101498,17
323,G138635,10/14/2015,339,MORRIS AVENUE,BRONX,10451,EAST  140 STREET / EAST  142 STREET,,201,1,40,8,True,1004743,235730,Yes,No,No,False,-73.9259667336,40.8136763421,1.10818738071,17
324,G138636,10/14/2015,2122,WHITE PLAINS ROAD,BRONX,10462,MARAN PLACE / LYDIG AVENUE,None Specified; ,211,11,49,13,False,1020944,250469,Yes,No,No,False,-73.8673582427,40.854078164,1.0179772103,20
325,G138637,10/14/2015,2122,WHITE PLAINS ROAD,BRONX,10462,MARAN PLACE / LYDIG AVENUE,None Specified; ,211,11,49,13,False,1020944,250469,No,No,No,False,-73.8673582427,40.854078164,1.0179772103,20
326,G138638,10/14/2015,1000,EAST TREMONT AVENUE,BRONX,10460,VYSE AVENUE / BRYANT AVENUE,,206,6,48,15,True,1016753,245495,Yes,No,No,False,-73.8825319941,40.840442435,1.12250117159,20
327,G138640,10/14/2015,114,EAST  184 STREET,BRONX,10468,MORRIS AVENUE / CRESTON AVENUE,,205,5,46,14,True,1011755,252486,No,No,No,False,-73.900566402,40.8596476304,1.16277951335,5
328,G138641,10/14/2015,1010,REV JAMES A POLITE AVENUE,BRONX,10459,EAST  164 STREET / EAST  165 STREET,,202,2,41,17,True,1012381,239180,No,No,No,False,-73.8983591597,40.8231245957,1.07456661609,17
329,G138658,10/14/2015,50,BELMONT AVENUE,BROOKLYN,11212,OSBORN STREET / WATKINS STREET,Powerwash; ,316,16,73,41,False,1009683,182851,No,No,No,False,-73.9083203741,40.6685239237,1.48700352064,18
330,G138659,10/14/2015,1061,ATLANTIC AVENUE,BROOKLYN,11238,CLASSON AVENUE / NYCTA SUBWAY,Powerwash; ,303,3,79,36,False,996368,186920,No,Yes,No,False,-73.9563103024,40.6797206498,1.14979723791,21
331,G138660,10/14/2015,2545,VALENTINE AVENUE,BRONX,10458,EAST FORDHAM ROAD / EAST  192 STREET,Powerwash; ,207,7,52,15,False,1013258,253984,No,No,No,False,-73.8951264134,40.8637543752,1.1428067819,5
332,G138661,10/14/2015,45-12,104 STREET,QUEENS,11368,45 AVENUE / 46 AVENUE,,404,4,110,25,False,1022990,211298,Yes,No,No,False,-73.8601883551,40.7465558827,1.17143436365,25
333,G138662,10/14/2015,45-03,40 STREET,QUEENS,11104,QUEENS BOULEVARD / 47 AVENUE,Powerwash; ,402,2,108,26,False,1005293,210117,Yes,No,No,False,-73.9240600139,40.7433741541,0.880165363263,2
334,G138666,10/14/2015,604,ROGERS AVENUE,BROOKLYN,11225,HAWTHORNE STREET / WINTHROP STREET,"Paint Brick-Red Gray is to be used on shutters, which currently have graffiti.; ",309,9,71,40,False,997165,178649,Yes,No,No,False,-73.9534526803,40.6570174752,1.14680132819,0
335,G138667,10/14/2015,387,EAST FORDHAM ROAD,BRONX,10458,DECATUR AVENUE / WEBSTER AVENUE,,207,7,52,15,False,1014307,253369,Yes,No,No,False,-73.8913366908,40.8620628779,1.1428067819,5
